ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
46,72,2,2025-10-01 07:00:00,1,1001,3006,9097,4011,132,1,0
47,73,1,2025-10-01 10:00:00,1,1001,3008,9208,4007,133,1,0
48,74,2,2025-09-20 05:00:00,1,1005,3039,9391,4005,134,1,0
49,76,1,2025-10-12 11:00:00,1,1003,3020,9267,4008,139,1,0
50,78,2,2026-03-20 08:00:00,1,1005,3040,9004,4002,141,1,0
51,79,1,2025-06-22 21:00:00,1,1001,3001,9212,4013,143,1,0
52,80,1,2026-03-08 16:00:00,1,1005,3038,9371,4007,146,1,0
53,81,2,2026-02-02 08:00:00,1,1002,3011,9249,4006,147,1,0
54,82,2,2025-02-06 01:00:00,1,1003,3021,9216,4005,149,1,0
55,83,2,2025-09-25 05:00:00,1,1002,3016,9333,4009,150,1,0
56,84,1,2025-08-25 23:00:00,1,1003,3019,9225,4002,152,1,0
57,88,2,2026-02-06 15:00:00,1,1004,3026,9115,4009,160,1,0
58,90,1,2025-04-05 01:00:00,1,1004,3031,9074,4010,162,1,0
59,91,1,2025-08-24 08:00:00,1,1003,3017,9270,4008,163,1,0
60,93,2,2025-01-17 19:00:00,1,1002,3014,9398,4007,167,1,0
61,94,1,2025-08-07 02:00:00,1,1003,3020,9216,4014,168,1,0
62,96,1,2025-02-10 22:00:00,1,1003,3021,9070,4014,171,1,0
63,97,2,2025-07-15 03:00:00,1,1005,3035,9115,4012,172,1,0
64,98,2,2025-08-02 23:00:00,1,1005,3038,9305,4015,173,1,0
65,101,2,2025-02-12 18:00:00,1,1003,3020,9131,4015,178,1,0
66,102,1,2025-09-04 08:00:00,1,1003,3023,9272,4005,179,1,0
67,103,2,2025-08-03 16:00:00,1,1005,3033,9085,4013,181,1,0
68,104,2,2025-03-06 17:00:00,1,1005,3034,9244,4013,184,1,0
69,106,1,2026-02-11 06:00:00,1,1004,3029,9149,4014,188,1,0
70,107,2,2025-06-28 01:00:00,1,1002,3015,9163,4009,190,1,0
71,109,1,2025-05-13 16:00:00,1,1003,3019,9146,4004,192,1,0
72,112,2,2026-02-22 06:00:00,1,1001,3002,9288,4012,197,1,0
73,115,1,2026-03-31 05:00:00,1,1003,3018,9400,4004,204,1,0
74,116,2,2025-10-04 03:00:00,1,1004,3032,9076,4011,206,1,0
75,117,1,2025-07-12 21:00:00,1,1001,3002,9398,4015,207,1,0
76,118,1,2026-02-08 04:00:00,1,1001,3006,9110,4012,209,1,0
77,119,2,2025-08-19 00:00:00,1,1002,3011,9002,4007,211,1,0
78,120,1,2025-02-25 22:00:00,1,1004,3029,9258,4008,212,1,0
79,121,2,2026-03-11 09:00:00,1,1002,3013,9093,4003,213,1,0
80,122,1,2025-09-18 00:00:00,1,1005,3034,9049,4008,214,1,0
81,123,2,2025-08-09 14:00:00,1,1001,3007,9198,4014,215,1,0
82,124,1,2025-07-16 00:00:00,1,1002,3016,9216,4012,216,1,0
83,125,2,2025-02-01 03:00:00,1,1002,3009,9275,4011,217,1,0
84,126,1,2025-05-08 06:00:00,1,1001,3001,9029,4013,220,1,0
85,127,1,2025-10-03 05:00:00,1,1003,3017,9142,4015,221,1,0
86,128,1,2025-10-04 00:00:00,1,1003,3020,9380,4008,222,1,0
87,129,2,2025-05-04 16:00:00,1,1002,3013,9270,4015,224,1,0
88,131,2,2025-12-22 06:00:00,1,1001,3004,9138,4010,228,1,0
89,132,2,2026-02-28 11:00:00,1,1004,3032,9191,4006,230,1,0
90,134,2,2025-10-12 19:00:00,1,1005,3036,9345,4005,232,1,0
91,135,1,2026-03-07 07:00:00,1,1005,3039,9270,4012,233,1,0
92,136,1,2025-03-11 20:00:00,1,1001,3006,9004,4011,234,1,0
93,139,1,2025-08-30 14:00:00,1,1001,3002,9260,4004,238,1,0
94,140,2,2025-08-15 20:00:00,1,1003,3017,9394,4005,240,1,0
95,142,1,2026-03-28 18:00:00,1,1001,3008,9365,4008,244,1,0
96,143,1,2025-04-20 09:00:00,1,1004,3029,9302,4003,246,1,0
97,144,1,2025-12-05 04:00:00,1,1003,3023,9394,4009,247,1,0
98,145,2,2025-10-30 15:00:00,1,1001,3001,9233,4005,248,1,0
99,146,2,2025-02-04 05:00:00,1,1005,3037,9185,4015,250,1,0
100,147,2,2026-01-14 05:00:00,1,1004,3030,9016,4011,253,1,0
101,151,1,2025-11-12 08:00:00,1,1004,3026,9113,4004,259,1,0
102,152,1,2025-07-06 12:00:00,1,1004,3028,9389,4002,262,1,0
103,153,2,2025-05-19 20:00:00,1,1004,3031,9335,4006,263,1,0
104,156,2,2026-03-21 10:00:00,1,1003,3020,9159,4003,267,1,0
105,157,1,2026-01-09 22:00:00,1,1002,3015,9033,4010,269,1,0
106,158,2,2026-02-06 02:00:00,1,1003,3019,9366,4010,272,1,0
107,159,2,2025-11-01 08:00:00,1,1005,3034,9034,4013,275,1,0
108,160,2,2025-07-24 17:00:00,1,1003,3020,9188,4002,276,1,0
109,163,2,2025-04-19 19:00:00,1,1005,3039,9095,4011,281,1,0
110,165,2,2025-09-24 21:00:00,1,1002,3009,9362,4005,283,1,0
111,166,1,2025-04-15 20:00:00,1,1004,3032,9026,4006,284,1,0
112,170,1,2025-02-28 11:00:00,1,1002,3009,9082,4015,293,1,0
113,171,2,2025-11-05 14:00:00,1,1002,3013,9196,4010,294,1,0
114,172,2,2025-10-18 03:00:00,1,1005,3039,9124,4004,295,1,0
115,174,2,2025-11-02 17:00:00,1,1002,3010,9114,4003,299,1,0
116,175,1,2025-02-14 04:00:00,1,1005,3038,9206,4010,301,1,0
117,178,1,2025-11-17 07:00:00,1,1001,3008,9301,4003,307,1,0
118,179,2,2025-09-14 05:00:00,1,1001,3006,9004,4007,308,1,0
119,180,2,2026-01-20 22:00:00,1,1002,3015,9095,4015,309,1,0
120,182,2,2026-03-05 16:00:00,1,1004,3029,9177,4003,313,1,0
121,183,1,2025-12-22 03:00:00,1,1005,3038,9121,4012,314,1,0
122,185,2,2025-04-12 05:00:00,1,1005,3037,9301,4007,319,1,0
123,186,1,2025-02-07 11:00:00,1,1002,3012,9297,4005,320,1,0
124,188,1,2025-04-02 18:00:00,1,1003,3019,9365,4005,324,1,0
125,190,2,2025-06-28 07:00:00,1,1004,3031,9198,4011,327,1,0
126,191,1,2025-11-30 18:00:00,1,1003,3021,9157,4006,328,1,0
127,192,2,2026-02-04 18:00:00,1,1002,3011,9255,4003,330,1,0
128,194,1,2025-08-08 21:00:00,1,1003,3017,9077,4001,336,1,0
129,195,2,2025-09-20 04:00:00,1,1001,3003,9032,4002,337,1,0
130,196,2,2026-01-16 04:00:00,1,1003,3018,9328,4014,338,1,0
131,197,1,2025-02-25 17:00:00,1,1002,3011,9001,4014,340,1,0
132,201,1,2025-02-08 23:00:00,1,1005,3036,9131,4009,347,1,0
133,202,1,2025-02-09 07:00:00,1,1005,3033,9334,4002,348,1,0
134,203,1,2025-11-29 11:00:00,1,1002,3015,9043,4002,349,1,0
135,204,1,2025-09-02 17:00:00,1,1002,3013,9360,4014,350,1,0
136,205,2,2025-06-10 18:00:00,1,1004,3032,9342,4005,352,1,0
137,206,1,2025-01-12 05:00:00,1,1001,3008,9198,4012,354,1,0
138,208,1,2025-11-19 14:00:00,1,1002,3016,9400,4010,356,1,0
139,210,1,2025-10-20 22:00:00,1,1003,3017,9321,4013,361,1,0
140,211,2,2025-07-29 22:00:00,1,1005,3033,9255,4013,362,1,0
141,212,1,2025-06-22 19:00:00,1,1005,3035,9302,4015,365,1,0
142,213,2,2025-03-12 02:00:00,1,1002,3015,9282,4014,366,1,0
143,215,2,2025-08-08 10:00:00,1,1003,3020,9218,4004,369,1,0
144,216,1,2025-12-11 00:00:00,1,1002,3010,9132,4004,371,1,0
145,218,1,2025-11-23 11:00:00,1,1005,3035,9057,4004,373,1,0
146,219,2,2025-08-12 14:00:00,1,1001,3003,9225,4005,374,1,0
147,220,2,2025-04-03 22:00:00,1,1005,3035,9150,4015,375,1,0
148,221,2,2026-02-04 19:00:00,1,1002,3015,9212,4006,376,1,0
149,222,2,2026-03-10 10:00:00,1,1003,3020,9174,4004,377,1,0
150,223,1,2025-08-11 22:00:00,1,1003,3020,9091,4014,380,1,0
151,224,2,2025-03-02 23:00:00,1,1004,3027,9039,4010,381,1,0
152,225,2,2025-06-22 20:00:00,1,1001,3005,9043,4005,383,1,0
153,227,1,2025-09-28 02:00:00,1,1005,3035,9280,4012,386,1,0
154,228,1,2026-01-19 03:00:00,1,1002,3012,9241,4004,387,1,0
155,229,1,2025-07-25 16:00:00,1,1002,3009,9200,4004,388,1,0
156,231,2,2025-04-15 02:00:00,1,1005,3037,9045,4009,390,1,0
157,232,1,2026-01-07 04:00:00,1,1001,3002,9225,4007,393,1,0
158,233,2,2025-01-26 03:00:00,1,1005,3034,9222,4013,395,1,0
159,234,2,2025-11-07 03:00:00,1,1004,3032,9043,4012,396,1,0
160,235,1,2025-07-20 22:00:00,1,1004,3028,9379,4014,398,1,0
161,236,2,2025-09-14 09:00:00,1,1005,3035,9225,4014,400,1,0
162,239,2,2025-11-09 11:00:00,1,1004,3029,9340,4004,405,1,0
163,240,1,2025-10-06 06:00:00,1,1003,3018,9031,4010,409,1,0
164,242,2,2026-02-27 13:00:00,1,1002,3012,9381,4008,414,1,0
165,244,1,2026-01-08 06:00:00,1,1002,3013,9139,4003,419,1,0
166,245,1,2025-03-16 13:00:00,1,1004,3030,9078,4004,420,1,0
167,246,2,2025-07-16 11:00:00,1,1003,3018,9368,4012,423,1,0
168,248,2,2025-01-28 20:00:00,1,1001,3002,9151,4002,426,1,0
169,249,2,2025-12-22 04:00:00,1,1002,3014,9353,4013,427,1,0
170,250,1,2025-03-19 21:00:00,1,1002,3012,9243,4014,428,1,0
171,251,1,2026-01-06 17:00:00,1,1005,3035,9179,4002,430,1,0
172,253,1,2025-09-17 07:00:00,1,1005,3036,9001,4007,433,1,0
173,254,2,2025-01-21 00:00:00,1,1003,3019,9163,4005,436,1,0
174,257,1,2026-03-27 08:00:00,1,1005,3033,9103,4005,441,1,0
175,258,1,2025-05-17 05:00:00,1,1002,3013,9007,4005,444,1,0
176,260,2,2026-02-19 02:00:00,1,1005,3037,9010,4006,446,1,0
177,261,1,2025-01-18 07:00:00,1,1003,3024,9023,4009,449,1,0
178,262,1,2025-10-27 22:00:00,1,1004,3031,9031,4010,451,1,0
179,263,1,2026-02-17 15:00:00,1,1001,3007,9154,4010,452,1,0
180,267,1,2025-11-13 03:00:00,1,1004,3026,9373,4007,459,1,0
181,268,1,2025-10-14 01:00:00,1,1002,3010,9231,4003,460,1,0
182,269,1,2025-07-01 23:00:00,1,1004,3027,9083,4004,461,1,0
183,270,1,2026-03-27 15:00:00,1,1004,3031,9026,4004,462,1,0
184,271,1,2025-07-13 06:00:00,1,1004,3032,9056,4008,463,1,0
185,272,2,2025-06-15 18:00:00,1,1002,3015,9141,4015,466,1,0
186,273,1,2025-05-16 04:00:00,1,1003,3019,9167,4008,467,1,0
187,274,1,2025-06-20 20:00:00,1,1001,3001,9068,4004,469,1,0
188,275,2,2025-05-24 09:00:00,1,1001,3002,9311,4010,472,1,0
189,276,2,2025-01-20 05:00:00,1,1005,3034,9156,4008,475,1,0
190,277,2,2025-10-30 02:00:00,1,1001,3001,9037,4009,476,1,0
191,278,1,2025-06-22 09:00:00,1,1003,3023,9388,4006,479,1,0
192,279,1,2025-11-25 18:00:00,1,1005,3039,9226,4008,480,1,0
193,280,2,2025-04-24 09:00:00,1,1005,3035,9367,4007,484,1,0
194,281,2,2025-11-10 21:00:00,1,1004,3027,9108,4010,485,1,0
195,286,2,2026-03-21 03:00:00,1,1003,3022,9222,4005,495,1,0
196,287,1,2026-02-21 02:00:00,1,1002,3012,9242,4009,497,1,0
197,288,2,2026-01-15 19:00:00,1,1003,3021,9274,4004,499,1,0
198,289,2,2025-04-25 17:00:00,1,1004,3030,9195,4005,500,1,0
199,290,2,2025-07-21 22:00:00,1,1005,3034,9293,4006,501,1,0
200,291,1,2026-03-20 12:00:00,1,1002,3011,9134,4015,503,1,0
201,292,2,2025-04-23 23:00:00,1,1005,3035,9343,4001,505,1,0
202,293,2,2025-01-11 19:00:00,1,1004,3031,9215,4012,506,1,0
203,294,2,2025-12-10 20:00:00,1,1002,3011,9092,4009,507,1,0
204,295,2,2025-01-17 12:00:00,1,1004,3030,9270,4012,508,1,0
205,296,1,2025-09-14 12:00:00,1,1004,3029,9270,4009,509,1,0
206,297,2,2025-11-15 10:00:00,1,1003,3024,9253,4010,512,1,0
207,298,2,2025-04-28 23:00:00,1,1005,3037,9096,4011,513,1,0
208,299,2,2026-03-22 23:00:00,1,1005,3034,9062,4005,514,1,0
209,300,2,2025-01-17 15:00:00,1,1005,3035,9155,4006,516,1,0
210,302,2,2025-11-27 20:00:00,1,1001,3006,9126,4005,522,1,0
211,304,2,2026-01-31 09:00:00,1,1001,3008,9311,4015,525,1,0
212,306,1,2025-02-03 17:00:00,1,1005,3038,9146,4009,528,1,0
213,309,2,2025-08-14 21:00:00,1,1004,3025,9349,4004,532,1,0
214,310,1,2026-02-21 19:00:00,1,1004,3027,9044,4001,533,1,0
215,313,2,2025-09-02 03:00:00,1,1004,3026,9186,4003,536,1,0
216,315,2,2025-08-24 05:00:00,1,1004,3030,9263,4004,540,1,0
217,316,1,2025-08-23 13:00:00,1,1005,3039,9248,4006,541,1,0
218,317,1,2025-11-06 06:00:00,1,1005,3033,9136,4011,543,1,0
219,318,1,2025-10-21 11:00:00,1,1004,3027,9223,4008,545,1,0
220,319,1,2025-07-10 11:00:00,1,1004,3025,9095,4010,546,1,0
221,320,2,2025-02-10 12:00:00,1,1004,3026,9153,4003,549,1,0
222,321,2,2025-01-01 12:00:00,1,1001,3001,9122,4007,551,1,0
223,323,2,2025-07-12 22:00:00,1,1003,3022,9122,4006,555,1,0
224,325,1,2025-04-09 21:00:00,1,1003,3023,9096,4007,557,1,0
225,331,1,2025-11-28 13:00:00,1,1004,3028,9027,4003,566,1,0
226,332,1,2025-07-12 09:00:00,1,1005,3038,9098,4004,568,1,0
227,335,1,2025-02-26 20:00:00,1,1004,3027,9388,4013,574,1,0
228,336,1,2026-03-09 18:00:00,1,1003,3022,9369,4007,575,1,0
229,338,2,2025-06-21 10:00:00,1,1005,3040,9398,4015,579,1,0
230,339,1,2025-09-13 22:00:00,1,1005,3037,9118,4004,582,1,0
231,340,2,2026-01-28 02:00:00,1,1002,3011,9137,4009,583,1,0
232,342,2,2025-12-19 03:00:00,1,1002,3012,9128,4006,585,1,0
233,344,1,2026-02-18 00:00:00,1,1001,3001,9186,4014,590,1,0
234,345,2,2025-01-29 13:00:00,1,1003,3022,9134,4001,591,1,0
235,346,1,2026-02-24 04:00:00,1,1002,3013,9106,4013,593,1,0
236,347,1,2026-03-27 19:00:00,1,1003,3017,9168,4005,594,1,0
237,348,2,2025-12-06 09:00:00,1,1002,3016,9340,4003,595,1,0
238,349,1,2025-01-07 20:00:00,1,1003,3017,9295,4015,596,1,0
239,350,2,2025-08-31 12:00:00,1,1001,3005,9238,4011,598,1,0
240,352,1,2025-04-11 11:00:00,1,1001,3006,9293,4013,600,1,0
241,355,2,2026-02-13 21:00:00,1,1001,3008,9061,4005,604,1,0
242,356,1,2025-10-01 20:00:00,1,1005,3037,9133,4014,606,1,0
243,358,1,2025-12-27 14:00:00,1,1003,3022,9298,4009,610,1,0
244,359,2,2025-04-18 08:00:00,1,1003,3018,9004,4005,611,1,0
245,361,1,2026-03-26 15:00:00,1,1002,3011,9118,4014,614,1,0
246,362,1,2025-08-25 23:00:00,1,1005,3034,9308,4001,615,1,0
247,363,2,2025-07-08 14:00:00,1,1004,3031,9249,4013,616,1,0
248,364,2,2025-11-22 05:00:00,1,1001,3003,9172,4012,617,1,0
249,365,2,2026-01-28 09:00:00,1,1004,3029,9087,4015,620,1,0
250,367,1,2025-04-08 23:00:00,1,1001,3007,9190,4012,623,1,0
251,368,2,2025-06-11 07:00:00,1,1005,3035,9138,4006,624,1,0
252,370,1,2026-03-03 15:00:00,1,1001,3007,9115,4006,629,1,0
253,371,2,2025-09-03 04:00:00,1,1004,3030,9007,4012,630,1,0
254,372,2,2026-03-31 09:00:00,1,1001,3006,9199,4012,633,1,0
255,374,2,2025-03-13 15:00:00,1,1001,3004,9130,4015,636,1,0
256,375,1,2025-08-28 22:00:00,1,1002,3010,9093,4005,637,1,0
257,376,2,2025-03-15 15:00:00,1,1004,3030,9130,4002,640,1,0
258,377,1,2025-09-11 17:00:00,1,1005,3038,9205,4013,642,1,0
259,378,1,2025-10-29 00:00:00,1,1005,3040,9153,4002,643,1,0
260,379,2,2026-01-17 10:00:00,1,1002,3013,9081,4013,644,1,0
261,380,2,2025-11-25 05:00:00,1,1003,3022,9134,4012,645,1,0
262,381,2,2025-06-30 16:00:00,1,1001,3005,9332,4008,647,1,0
263,382,1,2025-03-30 04:00:00,1,1001,3004,9066,4006,649,1,0
264,383,2,2025-11-02 03:00:00,1,1004,3026,9266,4015,651,1,0
265,385,1,2026-02-21 04:00:00,1,1003,3021,9082,4008,655,1,0
266,386,1,2025-11-01 18:00:00,1,1004,3026,9227,4014,657,1,0
267,387,2,2025-12-03 07:00:00,1,1001,3002,9266,4006,660,1,0
268,388,2,2025-05-02 00:00:00,1,1002,3015,9203,4009,662,1,0
269,390,1,2025-03-26 23:00:00,1,1004,3029,9266,4015,666,1,0
270,393,1,2025-10-03 00:00:00,1,1004,3032,9147,4008,672,1,0
271,394,2,2025-02-21 12:00:00,1,1003,3018,9378,4008,674,1,0
272,395,2,2025-05-10 04:00:00,1,1005,3035,9323,4007,679,1,0
273,396,1,2026-01-10 14:00:00,1,1005,3037,9176,4006,680,1,0
274,399,1,2025-08-27 10:00:00,1,1001,3006,9349,4007,685,1,0
275,401,2,2025-07-16 06:00:00,1,1003,3020,9092,4002,687,1,0
276,403,1,2025-01-10 08:00:00,1,1005,3034,9032,4015,689,1,0
277,404,2,2025-09-24 02:00:00,1,1002,3010,9130,4001,690,1,0
278,405,2,2025-09-09 07:00:00,1,1004,3030,9365,4009,691,1,0
279,406,1,2025-10-03 13:00:00,1,1005,3036,9103,4013,692,1,0
280,407,2,2026-02-03 20:00:00,1,1004,3029,9249,4006,694,1,0
281,408,2,2025-11-21 10:00:00,1,1005,3038,9099,4011,697,1,0
282,409,2,2025-05-15 14:00:00,1,1004,3026,9044,4001,699,1,0
283,410,1,2025-10-25 14:00:00,1,1004,3029,9084,4005,700,1,0
284,411,2,2025-11-04 10:00:00,1,1001,3003,9125,4001,703,1,0
285,413,2,2025-01-11 01:00:00,1,1003,3024,9052,4008,705,1,0
286,414,2,2025-12-13 20:00:00,1,1001,3005,9055,4010,707,1,0
287,415,2,2025-03-23 04:00:00,1,1001,3007,9022,4001,708,1,0
288,416,1,2026-03-08 15:00:00,1,1002,3011,9377,4007,711,1,0
289,417,2,2026-01-13 19:00:00,1,1001,3004,9339,4008,712,1,0
290,421,1,2025-08-12 14:00:00,1,1001,3006,9357,4007,723,1,0
291,424,1,2025-09-05 20:00:00,1,1001,3006,9081,4004,728,1,0
292,426,1,2026-02-02 21:00:00,1,1004,3031,9387,4003,733,1,0
293,427,2,2025-07-14 20:00:00,1,1001,3007,9138,4009,734,1,0
294,430,2,2025-07-31 23:00:00,1,1002,3015,9336,4004,742,1,0
295,432,2,2025-11-12 03:00:00,1,1002,3010,9225,4008,746,1,0
296,433,2,2026-03-25 02:00:00,1,1005,3038,9391,4007,747,1,0
297,434,2,2025-08-29 13:00:00,1,1001,3003,9356,4013,750,1,0
298,439,1,2026-03-31 11:00:00,1,1001,3003,9181,4007,756,1,0
299,440,1,2025-02-20 03:00:00,1,1003,3018,9029,4005,759,1,0
300,441,1,2025-01-11 05:00:00,1,1002,3012,9136,4010,760,1,0
301,443,2,2025-08-25 18:00:00,1,1001,3008,9088,4002,765,1,0
302,444,1,2025-10-26 12:00:00,1,1001,3008,9329,4013,766,1,0
303,445,1,2025-03-10 07:00:00,1,1001,3003,9085,4010,767,1,0
304,446,2,2025-06-17 02:00:00,1,1001,3001,9244,4002,771,1,0
305,447,2,2026-01-21 11:00:00,1,1001,3004,9040,4014,773,1,0
306,449,2,2025-03-22 14:00:00,1,1004,3031,9062,4011,776,1,0
307,451,2,2025-11-29 20:00:00,1,1005,3040,9015,4011,781,1,0
308,452,2,2025-11-23 19:00:00,1,1003,3019,9173,4007,782,1,0
309,453,1,2025-07-28 04:00:00,1,1002,3012,9192,4001,785,1,0
310,454,1,2025-08-27 02:00:00,1,1003,3019,9118,4011,786,1,0
311,456,2,2025-03-25 01:00:00,1,1005,3037,9367,4008,792,1,0
312,457,1,2026-01-13 20:00:00,1,1004,3026,9034,4005,793,1,0
313,458,1,2025-04-14 09:00:00,1,1001,3001,9265,4005,795,1,0
314,460,2,2026-03-26 14:00:00,1,1001,3007,9041,4008,800,1,0
315,461,2,2025-10-11 05:00:00,1,1005,3035,9174,4006,801,1,0
316,463,2,2025-03-31 12:00:00,1,1003,3020,9135,4008,806,1,0
317,464,1,2025-04-23 06:00:00,1,1001,3006,9365,4009,807,1,0
318,465,1,2026-02-17 05:00:00,1,1005,3035,9108,4009,809,1,0
319,466,2,2025-02-18 05:00:00,1,1003,3020,9329,4005,810,1,0
320,467,2,2025-04-09 13:00:00,1,1001,3006,9223,4001,811,1,0
321,468,2,2025-04-11 10:00:00,1,1004,3025,9124,4007,812,1,0
322,470,2,2026-03-03 10:00:00,1,1002,3013,9098,4007,815,1,0
323,472,1,2025-03-26 07:00:00,1,1005,3035,9388,4004,820,1,0
324,473,2,2025-12-15 14:00:00,1,1002,3010,9022,4006,821,1,0
325,474,1,2025-02-13 03:00:00,1,1005,3038,9093,4014,823,1,0
326,475,2,2025-11-19 09:00:00,1,1001,3001,9243,4007,824,1,0
327,477,1,2025-05-25 06:00:00,1,1001,3002,9269,4014,828,1,0
328,478,1,2025-07-04 23:00:00,1,1005,3039,9317,4001,829,1,0
329,479,2,2025-09-26 09:00:00,1,1001,3007,9030,4011,830,1,0
330,480,1,2026-02-26 06:00:00,1,1003,3024,9098,4006,831,1,0
331,481,2,2025-09-07 22:00:00,1,1002,3015,9340,4005,832,1,0
332,483,1,2026-02-18 10:00:00,1,1003,3022,9251,4002,836,1,0
333,484,2,2025-02-06 09:00:00,1,1005,3034,9086,4004,838,1,0
334,486,1,2025-02-23 01:00:00,1,1004,3027,9267,4010,842,1,0
335,487,2,2026-01-15 17:00:00,1,1001,3005,9313,4005,844,1,0
336,489,2,2025-11-06 22:00:00,1,1001,3007,9249,4005,848,1,0
337,495,1,2025-08-10 16:00:00,1,1005,3039,9019,4001,860,1,0
338,498,2,2025-02-01 05:00:00,1,1004,3029,9313,4004,863,1,0
339,499,2,2025-10-31 05:00:00,1,1001,3005,9146,4004,864,1,0
340,503,2,2026-01-23 00:00:00,1,1004,3025,9065,4003,874,1,0
341,505,1,2026-03-12 03:00:00,1,1004,3031,9117,4007,876,1,0
342,506,1,2025-04-10 13:00:00,1,1005,3040,9135,4006,878,1,0
343,510,1,2025-06-13 16:00:00,1,1003,3020,9262,4001,885,1,0
344,512,2,2025-12-24 20:00:00,1,1004,3029,9213,4005,890,1,0
345,513,2,2025-10-04 18:00:00,1,1003,3023,9301,4008,891,1,0
346,515,1,2025-09-05 15:00:00,1,1004,3032,9351,4010,895,1,0
347,517,1,2025-09-11 05:00:00,1,1005,3035,9161,4001,899,1,0
348,518,2,2026-01-12 19:00:00,1,1005,3033,9143,4007,900,1,0
349,521,1,2025-03-29 16:00:00,1,1004,3027,9056,4011,907,1,0
350,524,2,2025-02-01 14:00:00,1,1005,3038,9341,4008,913,1,0
351,526,1,2025-11-06 21:00:00,1,1004,3026,9317,4005,916,1,0
352,529,2,2025-03-08 17:00:00,1,1001,3003,9081,4007,922,1,0
353,530,1,2025-05-13 09:00:00,1,1003,3020,9350,4002,923,1,0
